cliente_id,pais,ciudad,estado,borough,codigo_postal,latitud,longitud,ingreso_mediano,densidad_poblacional,genero,edad,es_mayor,tiene_pareja,tiene_dependientes,segmento_cliente,fecha_registro,tipo_contrato,antiguedad,canal_registro,metodo_pago,cargo_mensual,ingresos_totales,errores_pago,descuento_aplicado,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,lineas_multiples,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,tiempo_sesion_promedio,visitas_app_mensual,features_nuevas_usadas,tickets_soporte,tiempo_resolucion,tipo_queja,escaladas,ultimo_contacto_soporte,puntuacion_nps,puntuacion_csat,tasa_apertura_email,tasa_clics_marketing,respuesta_encuesta,referencias_hechas,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,competidores_area,ofertas_recibidas,precio_vs_mercado,cancelacion
3120-FAZKD,USA,New York,NY,QUEENS,11272,40.69627966232558,-73.79105002612349,72000.0,8500.0,Masculino,43.0,0,Si,Si,Residencial,2021-08-04,Dos años,54,Web,Transferencia bancaria,20.81,1123.74,0,No,No,Si,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,85,5,80.29,6,2.89,81.11,82,5,2,46.6,Ninguna,0,2025-08-14,61,2.9,0.25,0.1,Muy satisfecho,0.0,2025-12-14,3,0,1,0,1,1,Competitivo,0
3125-RAHBV,USA,New York,NY,BRONX,10466,40.7014495749388,-73.91456488711636,42000.0,13000.0,Masculino,29.0,0,No,No,Residencial,2024-03-21,Un año,22,Web,Tarjeta de crédito,18.77,412.94,1,10%,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,77,5,60.03,5,21.11,80.71,54,4,2,33.8,Ninguna,0,2025-09-26,52,2.9,0.4,0.17,Neutral,0.0,2025-12-27,0,5,0,0,8,3,Competitivo,0
3126-WQMGH,USA,New York,NY,MANHATTAN,10066,40.810934876807465,-73.95301630155674,85000.0,28000.0,Femenino,54.0,0,Si,No,Residencial,2022-01-01,Mensual,49,Web,Tarjeta de crédito,44.16,2163.8399999999997,0,No,No,Si,Si,Si,DSL,No,No,No,No,No,No,134,6,108.15,8,3.59,9.26,40,2,4,18.4,Servicio,1,2025-10-07,58,2.9,0.34,0.12,Satisfecho,0.0,2025-11-14,2,0,0,0,5,2,Competitivo,0
3128-YOVTD,USA,New York,NY,MANHATTAN,10159,40.57950866871705,-73.9569122478701,85000.0,28000.0,Femenino,56.0,0,Si,Si,PYME,2021-11-02,Mensual,51,Web,Transferencia bancaria,100.77,5139.2699999999995,0,No,Si,Si,Si,No,Fibra óptica,Si,Si,No,No,No,No,148,4,82.91,7,-3.09,113.99,61,0,2,15.2,Precio,0,2025-11-25,65,3.5,0.32,0.13,Satisfecho,1.0,2025-12-06,3,0,0,0,2,2,Bajo,0
3129-AAQOU,USA,New York,NY,BROOKLYN,11205,40.11238533659802,-77.51958437167269,63000.0,14000.0,Femenino,44.0,0,Si,Si,Residencial,2024-06-19,Dos años,19,Web,Cheque por correo,26.13,496.47,0,No,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,72,5,114.24,11,-4.54,46.61,16,9,1,15.7,Ninguna,0,2025-07-24,68,4.1,0.25,0.08,Muy satisfecho,0.0,2025-12-01,2,0,1,0,5,2,Alto,0
3130-ICDUP,USA,New York,NY,BRONX,10468,40.81671010571216,-73.95384677582135,42000.0,13000.0,Femenino,55.0,0,No,Si,PYME,2025-11-11,Mensual,2,Web,Tarjeta de crédito,120.32,240.64,0,No,No,No,Si,Si,Fibra óptica,Si,No,No,No,No,No,61,5,99.04,7,22.69,110.5,58,1,3,12.0,Precio,0,2025-10-09,62,2.8,0.48,0.22,Satisfecho,0.0,2025-12-22,0,15,0,0,7,0,Bajo,0
3131-NWVFJ,USA,New York,NY,MANHATTAN,10028,40.551594063733376,-74.15047611280903,85000.0,28000.0,Femenino,68.0,0,Si,Si,Residencial,2024-11-16,Un año,14,Web,Cheque por correo,25.0,350.0,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,66,5,77.3,7,7.07,72.13,13,2,1,20.3,Ninguna,0,2025-07-21,72,4.6,0.63,0.29,Muy satisfecho,0.0,2025-12-10,1,0,1,0,4,1,Alto,0
3132-TVFDZ,USA,New York,NY,QUEENS,11643,40.68170201074235,-73.72679203539208,72000.0,8500.0,Masculino,51.0,1,Si,No,Residencial,2021-05-06,Mensual,57,Web,Cheque electrónico,77.44,4414.08,0,No,No,Si,No,Sin servicio,DSL,No,No,No,No,Si,Si,102,6,91.3,8,1.4,80.05,81,3,4,25.2,Servicio,2,2025-08-21,22,1.2,0.23,0.11,Satisfecho,0.0,2025-12-11,1,0,0,0,7,0,Competitivo,0
3133-PZNSR,USA,New York,NY,STATEN ISLAND,10306,40.63310557918413,-74.10420487733005,82000.0,3200.0,Masculino,53.0,0,Si,Si,Corporativo,2020-02-11,Dos años,72,Web,Tarjeta de crédito,150.54,10838.88,2,No,No,Si,Si,Si,Fibra óptica,Si,Si,No,Si,No,Si,66,4,57.75,8,12.01,115.46,20,4,1,5.0,Ninguna,0,2025-10-30,70,4.3,0.76,0.26,Muy satisfecho,1.0,2025-12-12,0,5,1,0,5,0,Alto,0
3134-DSHVC,USA,New York,NY,BRONX,10473,40.68903643047253,-73.81697367444218,42000.0,13000.0,Femenino,46.0,0,No,No,Corporativo,2020-11-07,Dos años,63,Web,Tarjeta de crédito,146.82,9249.66,0,10%,No,No,Si,Si,Fibra óptica,Si,Si,Si,No,Si,No,60,5,74.04,11,9.64,99.55,62,9,1,44.5,Ninguna,0,2025-10-29,59,3.9,0.44,0.21,Sin Respuesta,1.0,2025-12-12,0,0,1,0,6,1,Competitivo,0
3137-LUPIX,USA,New York,NY,MANHATTAN,10015,40.60624121420043,-73.8195667725923,85000.0,28000.0,Femenino,45.0,0,No,No,PYME,2025-09-12,Mensual,4,Web,Cheque por correo,75.14,300.56,0,No,No,Si,Si,Si,DSL,No,No,No,Si,Si,No,92,4,89.54,5,25.0,21.1,45,8,2,8.8,Red,0,2025-08-17,62,3.0,0.23,0.08,Satisfecho,0.0,2025-12-19,3,10,1,0,1,3,Competitivo,0
3137-NYQQI,USA,New York,NY,BRONX,10456,40.7598878913711,-73.96771850020824,42000.0,13000.0,Masculino,50.0,0,Si,No,Residencial,2024-08-18,Un año,17,Web,Cheque por correo,61.43,1044.31,0,No,No,No,Si,No,DSL,Si,Si,No,No,No,Si,74,5,89.25,10,21.66,5.6,54,3,1,24.6,Ninguna,0,2025-09-03,77,4.2,0.69,0.28,No respondió,0.0,2025-11-24,0,10,1,0,7,3,Alto,0
3138-BKYAV,USA,New York,NY,QUEENS,11067,40.87388085846376,-73.88492449122778,72000.0,8500.0,Masculino,55.0,0,No,No,PYME,2025-07-14,Mensual,6,Web,Cheque electrónico,140.54,843.24,3,15%,No,Si,Si,No,Fibra óptica,No,Si,No,No,Si,No,14,3,30.55,1,-9.58,40.49,61,8,5,12.5,Facturacion,0,2025-10-16,0,1.4,0.13,0.06,Sin Respuesta,0.0,2025-11-19,1,10,0,0,8,0,Competitivo,0
3143-ILDAL,USA,New York,NY,MANHATTAN,10251,40.760821428834475,-73.96889843452345,85000.0,28000.0,Masculino,57.0,0,No,No,Corporativo,2021-06-05,Mensual,56,Web,Cheque electrónico,144.54,8094.24,0,No,No,Si,Si,Si,Fibra óptica,No,Si,No,Si,No,Si,67,4,100.77,8,15.93,61.18,38,4,5,3.1,Precio,2,2025-10-23,28,2.1,0.11,0.04,Muy satisfecho,0.0,2025-12-14,0,0,1,1,5,0,Alto,0
3143-JQEGI,USA,New York,NY,MANHATTAN,10245,40.60809134949329,-73.95991184680601,85000.0,28000.0,Femenino,44.0,0,Si,Si,PYME,2024-12-16,Mensual,13,Web,Cheque electrónico,159.7,2076.1,2,20%,No,No,Si,No,Fibra óptica,No,No,No,No,Si,Si,37,2,13.7,4,-7.26,89.2,41,2,8,21.6,Precio,2,2025-09-28,18,1.3,0.08,0.03,Muy insatisfecho,0.0,2025-11-24,1,0,0,1,4,2,Competitivo,1
3144-AUDBS,USA,New York,NY,BRONX,10457,40.73221639340055,-73.95460168050853,42000.0,13000.0,Femenino,45.0,0,Si,No,Residencial,2025-07-14,Mensual,6,Web,Cheque electrónico,59.88,359.28000000000003,1,No,No,Si,Si,No,DSL,No,No,No,Si,No,No,100,6,50.52,7,5.93,81.02,47,6,4,8.3,Servicio,0,2025-10-29,14,1.6,0.22,0.09,Satisfecho,0.0,2025-11-07,0,30,0,0,4,1,Competitivo,0
3144-KMTWZ,USA,New York,NY,QUEENS,11496,40.739904845542505,-73.99146924121939,72000.0,8500.0,Masculino,36.0,0,Si,No,PYME,2020-03-12,Mensual,71,Web,Transferencia bancaria,118.07,8382.97,0,No,Si,Si,Si,Si,Fibra óptica,No,Si,Si,No,No,Si,90,6,56.1,7,6.01,40.98,27,7,4,17.9,Red,0,2025-10-31,68,3.9,0.38,0.14,Sin Respuesta,0.0,2025-11-13,1,5,1,0,1,2,Bajo,0
3146-JTQHR,USA,New York,NY,BRONX,10467,40.68741254389858,-73.8211139601432,42000.0,13000.0,Masculino,40.0,0,Si,No,Residencial,2025-03-16,Un año,10,Web,Transferencia bancaria,28.06,280.59999999999997,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,47,6,104.43,10,14.18,67.33,83,8,2,41.6,Ninguna,0,2025-09-23,76,4.5,0.54,0.27,Satisfecho,0.0,2025-11-22,0,0,0,0,3,0,Competitivo,0
3146-MSEGF,USA,New York,NY,BRONX,10460,40.726534344986355,-73.75059719027482,42000.0,13000.0,Femenino,64.0,1,Si,Si,Corporativo,2020-02-11,Dos años,72,Web,Tarjeta de crédito,107.05,7707.599999999999,2,No,No,Si,Si,Si,DSL,Si,Si,Si,Si,Si,Si,140,5,49.86,7,11.14,79.86,5,8,2,5.7,Ninguna,0,2025-11-24,73,4.2,0.57,0.23,Satisfecho,1.0,2025-12-03,2,15,0,0,6,1,Competitivo,0
3148-AOIQT,USA,New York,NY,QUEENS,11031,40.69134412646499,-73.9870400940857,72000.0,8500.0,Femenino,25.0,0,Si,No,Residencial,2020-05-11,Dos años,69,Web,Tarjeta de crédito,27.24,1879.56,0,No,No,Si,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,97,6,61.89,9,17.65,64.08,58,5,2,18.3,Ninguna,0,2025-12-27,71,4.0,0.67,0.33,Sin Respuesta,0.0,2025-11-20,0,10,0,1,3,3,Alto,0
3148-BLQJT,USA,New York,NY,QUEENS,11253,40.69210514663132,-73.99843498515737,72000.0,8500.0,Masculino,69.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque por correo,21.76,21.76,0,25%,Si,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,37,3,18.92,3,-11.94,84.23,89,8,6,30.5,Servicio,0,2025-11-05,23,1.4,0.3,0.1,No respondió,0.0,2025-11-26,1,5,0,0,5,0,Competitivo,1
3154-CFSZG,USA,New York,NY,BROOKLYN,11217,40.61595043994481,-74.1237689076649,63000.0,14000.0,Masculino,54.0,0,Si,Si,PYME,2022-03-02,Mensual,47,Web,Cheque electrónico,114.32,5373.04,0,No,No,No,Si,No,Fibra óptica,Si,No,Si,No,No,Si,58,7,93.54,7,7.76,60.8,69,2,4,35.0,Red,0,2025-11-18,67,3.1,0.4,0.14,No respondió,1.0,2025-11-14,1,30,1,0,4,1,Bajo,0
3154-HMWUU,USA,New York,NY,BROOKLYN,11233,40.58378498746199,-74.09388181365476,63000.0,14000.0,Masculino,20.0,0,Si,No,Residencial,2021-02-05,Dos años,60,Web,Transferencia bancaria,27.28,1636.8000000000002,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,69,6,75.12,10,20.81,65.91,38,1,1,24.7,Ninguna,0,2025-12-10,75,4.1,0.78,0.33,Satisfecho,4.0,2025-11-13,1,30,0,0,7,1,Alto,0
3156-QLHBO,USA,New York,NY,BROOKLYN,11236,40.62458265933041,-73.92749135009987,63000.0,14000.0,Masculino,44.0,0,No,Si,Residencial,2025-11-11,Mensual,2,Web,Cheque por correo,16.87,33.74,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,117,6,59.92,11,-4.91,113.19,56,4,2,40.1,Red,0,2025-11-03,49,4.0,0.42,0.18,Neutral,0.0,2025-12-13,1,0,0,1,2,0,Competitivo,0
3158-MOERK,USA,New York,NY,BRONX,10456,40.81906192110515,-73.91842060790447,42000.0,13000.0,Femenino,59.0,0,No,No,PYME,2025-11-11,Mensual,2,Web,Cheque electrónico,163.61,327.22,1,20%,No,Si,Si,Si,Fibra óptica,No,No,No,No,Si,Si,18,3,25.73,4,-2.53,49.75,53,6,6,13.7,Calidad,0,2025-08-09,21,1.6,0.22,0.08,No respondió,0.0,2025-12-17,3,10,0,1,8,0,Competitivo,1
3160-TYXLT,USA,New York,NY,QUEENS,11254,40.56477950626236,-74.11815659672445,72000.0,8500.0,Masculino,19.0,0,No,No,Residencial,2021-09-03,Mensual,53,Web,Transferencia bancaria,62.11,3291.83,0,No,Si,Si,No,Sin servicio,DSL,Si,Si,No,No,No,Si,75,5,96.41,9,18.57,91.91,59,10,2,28.9,Ninguna,0,2025-11-08,70,4.0,0.74,0.37,Satisfecho,0.0,2025-11-26,2,0,0,0,2,0,Competitivo,0
3161-GETRM,USA,New York,NY,BRONX,10469,40.66521883826631,-73.98296479509021,42000.0,13000.0,Masculino,33.0,0,Si,Si,PYME,2023-03-27,Mensual,34,Web,Tarjeta de crédito,115.26,3918.84,9,No,No,Si,Si,Si,Fibra óptica,No,No,Si,No,No,Si,46,4,103.95,7,6.52,43.49,89,6,24,37.0,Servicio,6,2025-12-13,64,3.5,0.27,0.1,Muy satisfecho,0.0,2025-11-17,0,15,0,1,4,0,Alto,0
3161-ONRWK,USA,New York,NY,BROOKLYN,11205,40.11238533659802,-77.51958437167269,63000.0,14000.0,Masculino,31.0,0,Si,Si,PYME,2021-02-05,Un año,60,Web,Transferencia bancaria,64.36,3861.6,0,No,No,Si,Si,No,DSL,Si,Si,Si,Si,No,No,146,5,54.29,5,21.51,43.16,16,10,1,5.1,Ninguna,0,2025-11-04,66,2.9,0.37,0.18,Sin Respuesta,0.0,2025-11-20,1,0,1,1,2,0,Competitivo,0
3162-KKZXO,USA,New York,NY,QUEENS,11221,40.62593656618956,-74.02594124243532,72000.0,8500.0,Femenino,44.0,1,No,No,Corporativo,2021-07-05,Un año,55,Web,Cheque electrónico,153.67,8451.849999999999,1,10%,No,Si,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,73,5,98.6,11,17.07,111.57,39,5,2,44.3,Ninguna,0,2025-09-27,78,5.0,0.54,0.22,Satisfecho,0.0,2025-12-24,0,30,0,1,6,2,Competitivo,0
3162-ZJZFU,USA,New York,NY,QUEENS,11409,40.58741400896627,-73.81234127354587,72000.0,8500.0,Masculino,56.0,0,Si,Si,Corporativo,2021-09-03,Mensual,53,Web,Cheque electrónico,164.28,8706.84,0,No,No,Si,Si,No,Fibra óptica,No,Si,No,Si,Si,No,89,5,45.34,5,13.18,85.35,65,2,1,3.8,Ninguna,0,2025-07-18,63,3.2,0.2,0.08,Satisfecho,0.0,2025-11-20,0,30,0,0,1,0,Competitivo,0
3164-AALRN,USA,New York,NY,QUEENS,11651,40.76138463099274,-73.97092686562405,72000.0,8500.0,Masculino,64.0,0,No,No,Residencial,2025-08-13,Un año,5,Web,Cheque por correo,98.72,493.6,1,No,No,Si,Si,No,DSL,No,No,Si,No,Si,Si,71,4,99.32,11,0.95,111.83,84,5,5,39.0,Servicio,0,2025-08-30,33,3.5,0.39,0.19,Satisfecho,0.0,2025-12-18,0,15,0,0,5,0,Competitivo,0
3164-YAXFY,USA,New York,NY,BROOKLYN,11233,40.6995887690712,-73.83232255207702,63000.0,14000.0,Masculino,32.0,0,No,No,Residencial,2021-05-06,Mensual,57,Web,Cheque electrónico,73.49,4188.929999999999,0,No,No,Si,No,Sin servicio,DSL,Si,No,Si,No,Si,Si,81,4,94.58,6,15.1,119.38,53,0,2,36.7,Ninguna,0,2025-11-29,67,3.8,0.24,0.08,Muy satisfecho,0.0,2025-12-13,0,30,1,0,4,1,Competitivo,0
3165-HDOEW,USA,New York,NY,QUEENS,11417,40.70801048765576,-73.8017221265607,72000.0,8500.0,Masculino,43.0,0,Si,Si,Residencial,2025-12-11,Mensual,1,Web,Cheque por correo,40.17,40.17,1,20%,No,Si,Si,No,DSL,No,No,No,No,No,No,37,3,26.4,1,1.68,5.02,70,2,8,16.5,Red,0,2025-09-10,5,2.6,0.25,0.12,Sin Respuesta,0.0,2025-11-24,1,0,0,1,5,2,Competitivo,1
3166-PNEOF,USA,New York,NY,MANHATTAN,10210,40.77836311341692,-73.9528768022995,85000.0,28000.0,Femenino,45.0,0,No,No,Corporativo,2021-01-06,Dos años,61,Web,Tarjeta de crédito,94.79,5782.1900000000005,1,No,No,No,Si,Si,DSL,Si,No,Si,Si,Si,Si,53,4,55.27,11,16.9,118.06,43,1,1,3.4,Ninguna,0,2025-12-12,80,4.9,0.71,0.28,Muy satisfecho,3.0,2025-12-18,0,15,0,0,1,3,Competitivo,0
3167-SNQPL,USA,New York,NY,BROOKLYN,11206,40.649648584857545,-74.00928320919046,63000.0,14000.0,Masculino,52.0,1,Si,Si,PYME,2022-11-27,Mensual,38,Web,Cheque electrónico,114.54,4352.52,0,No,No,No,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,128,5,102.34,9,12.25,16.6,83,3,3,24.8,Ninguna,0,2025-10-08,62,3.1,0.5,0.18,No respondió,0.0,2025-11-25,3,0,1,1,2,0,Competitivo,0
3170-GWYKC,USA,New York,NY,BROOKLYN,11239,40.86709353062424,-73.8673142041616,63000.0,14000.0,Femenino,51.0,0,No,No,Corporativo,2021-02-05,Mensual,60,Web,Transferencia bancaria,183.79,11027.4,0,No,No,Si,Si,No,Fibra óptica,Si,No,Si,Si,Si,Si,67,7,50.38,7,16.44,13.1,66,7,1,6.0,Ninguna,0,2025-11-13,65,4.1,0.41,0.19,Neutral,0.0,2025-11-30,1,10,0,0,4,1,Bajo,0
3170-NMYVV,USA,New York,NY,QUEENS,11413,40.55040284944405,-74.21142288125478,72000.0,8500.0,Femenino,21.0,0,Si,Si,Residencial,2021-12-02,Dos años,50,Web,Transferencia bancaria,24.81,1240.5,0,10%,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,145,6,112.17,6,24.31,93.3,56,2,2,43.0,Ninguna,0,2025-10-18,80,5.0,0.63,0.27,Neutral,1.0,2025-12-29,2,10,1,0,6,1,Bajo,0
3173-NVMPX,USA,New York,NY,STATEN ISLAND,10312,40.11238533659802,-77.51958437167269,82000.0,3200.0,Femenino,18.0,0,Si,Si,Residencial,2025-04-15,Mensual,9,Web,Cheque por correo,56.81,511.29,0,No,No,Si,Si,Si,DSL,No,Si,No,No,No,No,78,7,103.01,8,-4.68,45.27,35,5,2,37.6,Servicio,0,2025-07-30,43,3.0,0.24,0.08,No respondió,0.0,2025-12-15,0,0,0,0,1,1,Bajo,0
3173-WSSUE,USA,New York,NY,QUEENS,11210,40.78181006465202,-73.95181998483531,72000.0,8500.0,Femenino,30.0,0,Si,Si,Residencial,2020-03-12,Dos años,71,Web,Tarjeta de crédito,15.08,1070.68,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,133,7,100.57,10,14.92,110.55,56,9,2,39.5,Ninguna,0,2025-09-12,56,3.4,0.24,0.11,Neutral,0.0,2025-12-22,0,15,0,0,1,2,Competitivo,0
3174-AKMAS,USA,New York,NY,QUEENS,11654,40.79745988494855,-73.93888949047638,72000.0,8500.0,Femenino,40.0,0,Si,No,PYME,2022-04-01,Dos años,46,Web,Tarjeta de crédito,110.28,5072.88,2,No,No,Si,Si,No,DSL,No,Si,No,Si,Si,No,70,7,101.58,10,18.79,67.62,42,0,2,4.3,Ninguna,0,2025-10-10,59,3.7,0.3,0.13,Satisfecho,0.0,2025-12-22,3,0,1,0,7,3,Bajo,0
3174-RKMOW,USA,New York,NY,QUEENS,11427,40.71052369487215,-73.84590075266279,72000.0,8500.0,Masculino,43.0,0,Si,Si,Corporativo,2023-02-25,Mensual,35,Web,Cheque electrónico,175.22,6132.7,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,63,4,50.07,8,14.17,49.4,43,3,1,6.2,Ninguna,0,2025-07-11,80,4.9,0.65,0.25,Muy satisfecho,1.0,2025-11-23,2,15,1,0,6,3,Competitivo,0
3177-LASXD,USA,New York,NY,QUEENS,11242,40.8704680826617,-73.84626046782492,72000.0,8500.0,Femenino,54.0,0,No,No,PYME,2025-12-11,Mensual,1,Web,Cheque electrónico,111.01,111.01,3,No,No,No,Si,No,Fibra óptica,No,No,No,No,No,No,8,2,44.65,1,-9.54,13.45,61,4,5,21.2,Servicio,1,2025-07-11,17,1.9,0.2,0.07,Insatisfecho,0.0,2025-12-20,0,10,0,0,5,2,Bajo,1
3178-CIFOT,USA,New York,NY,MANHATTAN,10017,40.696218576399446,-73.94180598040117,85000.0,28000.0,Femenino,44.0,0,No,No,Residencial,2024-02-20,Un año,23,Web,Tarjeta de crédito,16.5,379.5,0,10%,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,117,6,109.39,6,19.68,58.43,82,4,2,14.2,Ninguna,0,2025-12-16,77,4.1,0.41,0.14,Satisfecho,3.0,2025-11-07,0,0,0,0,8,3,Bajo,0
3178-FESZO,USA,New York,NY,BROOKLYN,11204,40.835135796694765,-73.91958621787052,63000.0,14000.0,Femenino,41.0,0,No,No,PYME,2025-12-11,Mensual,1,Web,Tarjeta de crédito,151.91,151.91,3,No,Si,Si,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,13,3,27.78,4,3.27,36.96,60,0,8,13.1,Servicio,2,2025-08-07,21,2.2,0.11,0.04,No respondió,0.0,2025-11-05,1,30,0,0,4,2,Competitivo,1
3179-GBRWV,USA,New York,NY,BROOKLYN,11246,40.63721670838707,-74.13391133921716,63000.0,14000.0,Masculino,53.0,1,Si,No,Residencial,2024-04-20,Mensual,21,Web,Transferencia bancaria,71.59,1503.39,0,No,No,Si,Si,No,DSL,Si,Si,No,No,No,Si,139,6,98.96,8,15.51,13.81,93,8,1,24.4,Ninguna,0,2025-11-30,60,2.8,0.41,0.16,Neutral,1.0,2025-12-09,3,15,0,1,5,3,Competitivo,0
3181-MIZBN,USA,New York,NY,BROOKLYN,11225,40.613817733724794,-74.07226644203487,63000.0,14000.0,Masculino,37.0,0,Si,Si,Residencial,2024-09-17,Mensual,16,Web,Cheque electrónico,24.29,388.64,1,10%,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,109,7,100.44,8,10.33,82.09,10,4,1,47.5,Ninguna,0,2025-08-10,54,3.7,0.48,0.24,Neutral,0.0,2025-11-28,0,0,0,0,5,0,Competitivo,0
3181-VTHOE,USA,New York,NY,MANHATTAN,10117,40.53029124072063,-74.20554961668131,85000.0,28000.0,Masculino,58.0,0,Si,No,PYME,2020-04-11,Un año,70,Web,Transferencia bancaria,77.54,5427.8,0,No,No,Si,No,Sin servicio,DSL,No,Si,Si,Si,No,Si,63,5,107.23,5,5.99,117.39,76,8,1,7.3,Ninguna,0,2025-09-20,73,4.5,0.42,0.2,Satisfecho,0.0,2025-11-25,0,0,0,0,1,2,Alto,0
3186-AJIEK,USA,New York,NY,MANHATTAN,10006,40.11238533659802,-77.51958437167269,85000.0,28000.0,Masculino,38.0,0,No,No,Corporativo,2020-08-09,Dos años,66,Web,Transferencia bancaria,199.91,13194.06,1,No,No,Si,Si,No,Fibra óptica,Si,No,Si,Si,Si,Si,129,6,64.15,5,4.9,48.58,32,6,2,4.6,Ninguna,0,2025-12-16,55,3.0,0.39,0.18,Sin Respuesta,1.0,2025-11-16,0,30,0,0,8,2,Bajo,0
3186-BAXNB,USA,New York,NY,BROOKLYN,11231,40.78037308297128,-73.95493353906285,63000.0,14000.0,Femenino,57.0,0,No,No,Corporativo,2025-12-11,Mensual,1,Web,Cheque electrónico,145.97,145.97,0,No,No,No,Si,No,Fibra óptica,No,Si,No,Si,Si,No,38,2,23.02,2,-0.54,39.19,65,4,6,5.6,Red,2,2025-10-27,24,1.4,0.23,0.08,Neutral,0.0,2025-12-08,0,10,0,0,5,1,Alto,0
3190-FZATL,USA,New York,NY,STATEN ISLAND,10303,40.800809023370256,-73.93491692166931,82000.0,3200.0,Masculino,67.0,0,No,Si,Residencial,2024-11-16,Mensual,14,Web,Cheque por correo,21.71,303.94,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,104,4,104.98,5,13.21,15.35,22,8,1,19.0,Ninguna,0,2025-09-17,62,3.2,0.37,0.16,Satisfecho,0.0,2025-11-16,0,0,0,1,2,3,Bajo,0
3190-ITQXP,USA,New York,NY,BROOKLYN,11246,40.66084913669605,-73.93134461308355,63000.0,14000.0,Femenino,30.0,0,Si,Si,Residencial,2022-04-01,Dos años,46,Web,Transferencia bancaria,26.63,1224.98,0,No,Si,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,126,6,102.67,5,-0.29,30.66,48,4,1,43.4,Ninguna,0,2025-07-10,62,3.0,0.45,0.22,Neutral,0.0,2025-11-16,3,0,0,1,7,0,Alto,0
3190-XFANI,USA,New York,NY,BROOKLYN,11209,40.80489434776901,-73.93702602685055,63000.0,14000.0,Masculino,46.0,0,No,Si,Corporativo,2022-01-01,Un año,49,Web,Transferencia bancaria,158.63,7772.87,6,No,Si,Si,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,56,4,84.2,9,-0.77,37.77,19,9,16,7.8,Precio,6,2025-10-17,26,1.6,0.21,0.08,Satisfecho,0.0,2025-11-27,0,30,0,0,7,1,Competitivo,0
3191-CSNMG,USA,New York,NY,MANHATTAN,10063,40.775388241662235,-73.94750643073152,85000.0,28000.0,Femenino,58.0,0,Si,Si,PYME,2025-10-12,Mensual,3,Web,Cheque electrónico,124.29,372.87,0,No,No,Si,Si,No,Fibra óptica,No,No,No,No,Si,No,139,6,74.72,5,-2.87,44.58,93,8,2,39.4,Red,0,2025-09-20,64,3.4,0.28,0.1,Muy satisfecho,1.0,2025-12-22,1,0,1,0,7,1,Alto,0
